Train No	Train Name
56766	TCN-TEN PASSENGER
56767	TN-TCN PASS
56768	TCN-TN PASS
56771	PLNI-DG PASSR.
56772	DG-PLNI PASSR.
56773	PLNI-DG PASSR.
56774	DG-PLNI PASSR.
56775	PLNI-DG PASSR.
56776	DG-PLNI PASSR.
56796	SCT-TEN PASSR
56797	TEN-SCT PASSR
56798	SCT-TEN PASSR
56799	TEN-SCT PASSR
56800	SCT-TEN PASSR
56801	TEN-SCT PASSR
56802	SCT-TEN PASSR
56803	TEN-SCT PASSR
56805	CUPJ-TPJ PASSR
56806	TPJ-CUPJ PASSR
56807	VRI-TPJ PASSR
56808	TPJ-VRI PASSR
56811	MV TPJ PASSR
56812	TPJ MV PASSR
56821	MV-TEN PASSENGER
56822	TEN-MV PASSENGER
56823	MV-TPJ PASSENGER
56824	TPJ-MV PASSENGER
56825	ED/MV-TEN PASS
56826	TEN-ED/MV PASS.
56827	TN-TEN PASSENGER
56828	TEN-TN PASSENGER
56829	TPJ-RMM PASSENGER
56830	RMM-TPJ PASSENGER
56833	CUPJ-VRI PASSR
56834	VRI-CUPJ PASSR
56835	VRI-SA PASSR
56836	SA-VRI PASSR
56837	VRI-SA PASSR
56838	SA-VRI PASSR
56839	JTJ ED PASSR
56840	ED JTJ PASSR
56841	TPJ ED PASSR
56842	ED TPJ PASS
56843	TPJ ED  PASSR
56844	ED TPJ PASSR
56845	JTJ -  ED PASSR
56846	ED JTJ PASSR
56847	TPJ-PGTN PASSR
56848	PGTN-TPJ PASSR
56851	NCR TPJ PASSR
56852	TPJ-NCR PASSR
56859	TBM  VM  PASSR
56860	VM  TBM PASSR
56861	VM-PDY PASS
56862	PDY-VM-PASS
56863	VM-PDY PASS
56864	PDY-VM PASSR
56865	VM-PDY PASS
56866	PDY-VM PASS
56871	MV-TVR PASSR.
56872	TVR-MV
56873	VM  MV PASSR
56874	MV  VM PASSR
56875	VM-MV PASSR.
56876	MV-VM PASSR.
56877	VM  MV PASSR
56878	MV VM PASSR
56879	MV-TVR PASSR.
56880	TVR-MV PASSR.
56881	KPD-VM PASSR.
56882	VM-KPD PASSR.
56883	KPD-VM PASSR.
56884	VM-KPD PASSR.
56885	KPD-VM PASSR.
56886	VM-KPD PASSR.
56889	TVR-TTP PASSR
56890	TTP-TVR PASSR
56891	TVR-PKT PASS
56892	PKT-TVR PASSR
56893	TVR-PKT PASSR
56894	PKT-TVR PASSR
56902	DWR-UBL PASSENGER
56903	SUR-DWR PASSENGER
56904	DWR-SUR PASSENGER
56905	BJP-UBL PASSENGER
56906	UBL-BJP PASSENGER
56907	UBL - DWR PASSENGER
56909	SBC-HPT PASSENGER
56910	HPT-SBC FAST PASSENGER
56911	JRU-UBL  PASSENGER
56912	UBL-JRU PASSENGER
56913	SBC-UBL FAST PASSENGER
56914	UBL-SBC FAST PASSENGER
56915	JRU-UBL PASSENGER
56916	UBL-JRU PASSENGER
56917	RRB-SMET PASSENGER
56918	SMET-RRB PASS
56961	QLM-VSG
56962	VSG-QLM PASSR
56963	QLM-VSG PASSR
56964	VSG-QLM
56965	QLM-VSG
56966	VSG-QLM
57121	RAMGIRI
57122	RAMGIRI
57123	SINGARENI
57124	SINGARENI
57129	BJP PASS
57130	BJP PASS
57131	PASSENGER
57133	BJP-SUR PASS
57134	BJP PASS
57135	NGP-KZJ PASS
57136	KZJ-NGP PASS
57139	MUGR PASS
57140	MUGR PASS
57145	PASS
57146	PASS
57155	WADIPASS
57156	PASS
57202	RAL PASS
57203	TEL PASS
57207	RAL PASS
57208	MRK GNT PASS
57209	PASS
57210	PASS
57216	TEL PASS
57217	MCLA PASS
57218	BVRM PASS
57219	MCLA PASS
57220	GNT PASS
57225	BZA-VSKP-PASS
57226	VSKP-BZA-PASS
57229	PASS
57230	PASS
57231	COA PASS
57232	BZA PASS
57237	PASS
57238	PASS
57239	PASS
57240	MASPASS
57241	PASS
57242	PASS
57253	BZA PASS
57254	BDCR PASS
57255	COA-VSKP PSG
57256	VSKP-COA PSG
57257	COA PASS
57258	TPTY PASS
57259	RJY PASS
57260	NS PASS
57262	BVRM PASS
57263	NDD PASS
57264	BVRM/VSKP PASS
57265	NS PASS
57271	RGDA PASS
57272	BZA PAS
57273	GTL-TPTY-PASSENGER
57274	TPTY-UBL-PASSENGER
57277	PASS
57278	PASS
57279	NS PASS
57280	GDV PASS
57285	MCLA PASS
57286	NDKD PASS
57298	GNT PASS
57305	GNT PASS
57306	SC PASS
57307	KCG-MED PASS
57308	MED-KCG PASS
57327	GNT PASS
57328	DHNE PASS
57381	NS PASS
57382	GNT PASS
57411	HOLIDAY SPL
57412	TPTY PASS
57422	DHNE PASS
57425	PASSENGER
57426	GTL-KCG-PASSENGER
57427	GTL PASS
57428	RC PASS
57429	GDR PASS
57430	TPTY PASS
57435	KRNT PASS
57436	SC PASS
57437	HUP PASS
57438	HUP GTL PASS
57439	*GY- DHNE PASSENGER
57440	DHNE-GY PASSENGER
57447	MBNR PASS
57448	SC PASS
57451	JRUPASS
57452	JRUPAS
57453	GTL PASS
57454	BAY PASS
57456	MBNR-KCG PASS
57467	GTL PASS
57468	KRNT PASS
57469	DHNE PASS
57470	KRNT PASS
57473	KCG-BDHN PASS
57474	BDHN-MBNR  PASS
57475	TPTY-GTL PASS
57476	GTL-TPTY PASS
57477	PASSENGER
57478	PASSENGER
57485	SC-MZL PASSENGER
57486	MZL-KCG PASSENGR
57501	PASS
57502	BDHN-MZL PASS
57503	MZL-BDHN PASS
57504	PASS
57512	PAU PASS
57515	NED PASS
57516	NED-DD-PASSENGER
57517	HYB-TDU PASSENGER
57518	TDU-HYB PASSENGER
57519	BMO-HYB PASS
57539	PRLI PASS
57540	PBN PASS
57541	NED PASS
57542	MMR PASS
57547	PAU PASS
57548	HYB PASS
57549	HYB-AWB-PASSENGER
57550	AWB-HYB-PASSENGER
57551	PASS
57552	PASS
57553	PRLI-ADB PASS
57554	ADB-PRLI-PASS
57557	NED PASS
57558	NZB PASS
57561	MMR PASS
57562	MMR-KCG- PASS
57563	HYB-PARBANI-PASSENGER
57564	NED-HYB PASSENGER
57581	PASS
57582	PASS
57583	PASS
57584	PASS
57590	NSL PASS
57593	NED PASS
57594	SC PASS
57601	SC-KMC PASSENGER
57602	KMC-SC PASSENGER
57603	KMC NZB PASS
57604	NZB KMC PASS
57605	SC-VKB PASSENGER
57606	VKB-KCG PASSENGER
57607	KMC NZB PASS
57608	NZB  KMC PASSENGER
57619	SC PASS
57620	RAL PASS
57623	GNT PASS
57624	KCG PASS
57625	KAKATIYA PASSENGER
57626	KAKATIYA PASSENGER
57628	SUR PASS
57631	RC PASS
57632	GR PASS
57639	PASS
57640	PAAS
57641	BGK PASS
57642	BGK-SUR PASS
57643	BGK-GDG PASS
57644	GDG-BJP PASS
57649	WADI PASS
57650	SUR PASS
57651	RAL PASS
57652	SC PASS
57657	MUGR-KZJ PASSENGER
57658	KZJ-MUGR PASSENGER
57659	FM PASS
57660	GR PASS
57661	FM-KCG-EMPTY RAKE
57662	KCG-FM-EMPTY RAKE
57685	BGK PASS
57686	HOLIDAY SPL
58001	HWH  PURI  PASS
58002	PURI SRC  PASS
58003	HWH-BHC PASS
58004	BHC-HWH PASS
58005	KGP-KUR PASS
58006	KUR-KGP PASS
58007	KGP-BHC PASSENGER
58008	BHC-KGP PASSENGER
58009	KGP JJKR PASENGER
58010	JJKR  KGP PASS
58011	HWH-ADRA CKP/BKSC PASS
58012	CKP-ADRA-HWH PASSENGER
58013	HWH BKSC PASSENGER
58014	BKSC HWH PASSENGER
58015	HWH ADRA SHIROMANI PASS
58016	ADRA HWH SHIROMANI FAST
58017	KGP - ASN PASS
58018	ASN - KGP PASSENGER
58019	ADRA ASANSOL PASSENGRT
58020	ASN ADRA PASSENGER
58021	KGP TATA PASSENGER
58022	TATA KGP  PASSENGER
58023	TATA BRKA PASSENGER
58024	TATA BRKA PASSENGER
58025	KGP HTE PASSENGER
58026	HTE KGP PASSENGER
58027	BBS-KUR PASSENGER
58028	KUR - BBS PASSENGER
58029	BLS BHC PASSENGER
58030	BHC BLS PASSENGER
58102	BMPR TATA PASSENGER
58103	TATA BBN PASSENGER
58104	BBN TATA PASSENGER
58109	TATA-GUA PASSENGER
58110	GUA-TATA PASSENGER
58111	TATA - ITR PASSENGER
58112	ITW TATA PASSENGER
58113	TATA BSP PASS
58114	BSP TATA PASSENGER
58115	CKP ROU SARANDA PASSENGER
58116	ROU CKP SARANDA PASSENGER
58117	JSG GONDIA PASSENGER
58118	GONDIA JSG PASSENGER
58131	ROU-SBP-PURI
58132	PURI-SBP- ROU
58133	ROU-JSG PASSENGER
58134	JSG-ROU PASSENGER
58135	JSG-SBP  PASSENGER
58136	SBP-JSG PASSENGER
58137	JSG-SBP PASSENGER
58138	SBP-JSG PASSENGER
58142	HTE - TATA PASS
58143	TATA - HTE PASS
58151	BRMP BXF PASSENGER
58152	BXF  BRMP PASSENGER
58161	HTE JSG PASSENGER
58162	JSG HTE PASSENGER
58201	BSP-R LOCAL
58202	R-BSP PASSENGER
58203	GAD-R PASSENGER
58204	R-GAD PASSENGER
58205	R-ITR PASSENGER
58206	ITR-R PASSENGER
58207	R-BWIP PASS
58208	BWIP-R PASS
58209	GAD-BSP PASSENGER
58210	BSP-GAD PASSENGER
58212	BSP-GAD PASSENGER
58213	JSG-BSP PASSENGER
58214	BSP-JSG PASSENGER
58215	JSG-TIG PASSENGER
58216	TIG-JSG
58217	TIG-R PASS
58218	R-TIG PASS
58219	BSP-CHRM PASSENGER
58220	CHRM-BSP PASSENGER
58221	CHRM-CHD PASSENGER
58222	CHD-CHRM PASSENGER
58223	MDGR-ABKP PASS
58224	ABKP-MDGR PASS
58227	APR-MDGR PASS
58229	BSP-REWA PASSENGER
58230	REWA- BSP PASSENGER
58301	SBP-KRPU PASS
58302	KRPU-SBP PASS
58401	CTC-PRDP
58402	PRDP-CTC
58405	CTC-PRDP
58406	PRDP-CTC
58407	KUR-PURI PASS
58408	PURI-KUR PASS
58409	KUR-PURI PASS
58410	PURI-KUR PASS
58413	TLHR-PURI PASS
58414	PURI-TLHR PASS
58415	CTC-PURI
58416	PURI-CTC
58417	PURI-GNPR PASS
58418	GNPR-PURI PASS
58419	PSA-GNPR PASS
58420	GNPR-PSA PASS
58421	ANGL-PURI PASS
58422	PURI-ANGL PASS
58423	BHC-CTC
58424	CTC-BHC
58425	KDJR-BBS FAST PASSENGER
58426	BBS-KDJR FAST PASSENGER
58433	CTC-BAM F/PAS
58434	BAM-CTC
58435	BHC-CTC
58436	CTC-BHC
58501	VSKP-KRDL
58502	KRDL-VSKP
58503	RGDA-VSKP PASS.
58504	VSKP-RGDA PASS.
58525	PSA-VSKP PASS
58526	VSKP-PSA PASS
58527	R-VSKP PASS
58528	VSKP-R PASSENGER
58529	DURG-VSKP PASSENGER
58530	VSKP-DURG PASS
58537	KRPU-VSKP PASS
58538	VSKP-KRPU PASS
58601	KGP ADRA PASSENGER
58602	ADRA KGP PASSENGER
58603	KGP GOMO PASSENGER
58604	GOMO KGP PASSENGER
58605	KGP TATA PASSENGER
58606	TATA KGP PASSENGER
58608	CKP GMO PASSENGER
58621	ADRA BARKAKANA PASSENGER.
58622	BARKAKANA ADRA PASSENGER.
58651	RNC LAD PASSENGER
58652	LAD RNC PASSENGER
58653	RNC BICI PASSENGER
58654	BICI LAD RNC PASENGER
58655	RNC-LAD PASSENGER
58656	LAD RNC PASSENGER
58657	RNC-LAD PASSENGER
58658	LAD-RNC PASSENGER
58661	TATA-HTE PASSENGER
58662	HTE TATA PASSENGER
58701	SDL-ABKP PASSENGER
58702	ABKP-SDL PASSENGER
58703	DURG-G PASSENGER
58704	G-DURG PASSENGER
58705	G-ITR PASSENGER
58706	ITR-G
58711	TELIBANDHA DHAMTARI PASSANGER
58712	DHAMTARI ABHANPUR TELIBANDHA P
58713	TELIBANDHA ABHANPUR DHAMTARI P
58714	DHAMTARI ABHANPUR TELIBANDHA P
58715	TELIBANDHA ABHANPUR DHAMTARI P
58716	DHAMTARI ABHANPUR TELIBANDHA P
58718	RAJIM ABHANPUR TELIBANDHA PASS
58719	ABHANPUR-RAJIM PASS
58720	RAJIM-ABHANPUR PASS
58721	ABHANPUR-RAJIM PASS
58722	RAJIM-ABHANPUR PASS
58801	BALLARSHAH- GONDIA PASS
58802	GONDIA- BALLARSHAH
58803	CHANDA FORT- GONDIA
58804	GONDIA- CHANDAFORT
58805	CHANDA FORT- GONDIA
58806	GONDIA- WADSA PASSENGER
58808	WADSA- CHANDAFORT
58809	RTK-ITR LOCAL
58810	NGP-RTK LOCAL
58811	RTK-NGP LOCAL
58812	ITR- RTK LOCAL
58813	RTK-ITR LOCAL
58814	ITR- RTK LOCAL
58815	ITR-TRDI PASSENGER
58816	TRDI-ITR
58817	TMR-TRDI LOCAL
58818	TRDI-TMR LOCAL
58831	MIB-CWA PASS
58832	MIB-CWA PASS
58833	MIB-CWA PASS
58834	CWA-NGP PASS
58835	NGP-CWA PASS
58836	CWA-MIB PASS
58837	NGP-CWA PASS
58838	CWA-NGP PASS
58839	MIB-HBG PASS
58840	HBG-MIB PASS
58841	MIB-RMO PASS
58842	RMO-MIB PASS
58843	NGP-NAB PASS
58844	NAB-MIB PASS
58845	ITR-NAB PASS
58846	NAB-ITR PASS
58847	NGP-NAB PASS
58848	NAB-NGP PASS
58849	CWA-NIR PASS
58850	NIR-CWA PASS
58851	CWA-NIR PASS
58852	NIR-CWA PASS
58853	CWA-NIR PASS
58854	NIR-CWA PASS
58855	CWA-NIR PASS
58856	NIR-CWA PASS
58857	NIR-MFR PASS
58858	MFR-BTC PASS
58859	NIR-MFR PASS
58860	MFR-NIR PASS
58861	NIR-MFR PASS
58862	MFR-NIR PASS
58863	BTC-JBP PASS
58864	JBP-BTC PASS
58865	BTC-JBP PASS
58866	JBP-BTC PASS
58867	BTC-JBP PASS
58868	JBP-BTC PASS
58869	BTC-JBP PASS
58870	JBP-BTC PASS
58871	BTC-JBP PASS
58873	BTC-NIR PASS
58874	NIR-BTC PASS
58876	JBP-NIR PASS
59009	VIRAR BH SHUTTL
59010	BH VIRAR PASS
59013	BHUSAVAL PASS
59014	BSL - ST FAST PASS.
59023	BCT BL PASS
59024	BL BCT PASS
59025	ST - AMRAVATI FAST PASSE
59026	AMI - ST FAST PASSENGER
59031	ST - BH PASSENGER
59032	BH - ST PASSENGER
59037	VIRAR ST PASS
59038	SURAT VR PASS
59039	VR BL SHUTTLE
59040	VAPI VR SHUTTLE
59043	VR DRD SHUTTLE
59044	DRD VR SHUTTLE
59045	VAPI PASSENGER
59046	BL BDTS PASS
59047	VIRAR ST PASS
59048	SURAT VR PASS
59049	VALSAD VG  PASS
59050	VG VALSAD PASS
59051	ST - NDB PASSENGER
59052	NDB - ST PASSNEGER
59075	ST BSL PASS
59076	BSL - ST FAST PASS.
59077	ST BSL PASS
59078	BSL - ST FAST PASS.
59101	BRC KATHANA PAS
59102	KATHANA BRC PAS
59103	BRC KATHANA PAS
59104	KATHANA BRC PAS
59115	ANND GODHRA PAS
59116	GODHRA ANND PAS
59117	PRTN-BDE
59118	CTD - BRC
59119	BRC - CTD
59120	CTD - BRC PASSENGER
59121	PRTN - BDE PASSENGER
59122	BDE-PRTN PASSENGER
59151	ND - MODASA PASSENGER
59152	MODASA - ND PASSENGER
59153	ND-MDSA PASS
59154	MDSA - ND PASSENGER
59157	BRC ANND PASS
59158	ANND BRC PASS
59161	BHARUCH VTL PAS
59162	VTL BHARUCH PAS
59163	ANND VTL PASS
59164	VTL ANND PASS
59165	ANAND GDA PASS
59166	GODHRA ANND PAS
59201	PIT - BVC PASSENGER
59202	BVC - PIT PASSENGER
59203	SUNR-BVC PASSENGER
59204	BVC-SUNR FAST PASS
59205	WSJ PBR PASS
59206	PBR WSJ PASS
59207	BVC - OKHA PASSENGER
59208	OKHA - BVC PASSENGER
59211	RJT PBR FAST PASS
59212	PBR RJT FAST PASS
59213	BNVD PBR PASS
59214	PBR BNVDPASS
59215	BNVD PBR PASS
59216	PBR BNVD PASS
59225	BVC - MHV PASSENGER
59226	MHV - BVC PASSENGER
59227	BTD - BVC PASSENGER
59228	BVC - BTD PASSENGER
59229	DHG - BVC PASSENGER
59230	BVC - DHG PASSENGER
59231	SUNR - BTD PASSENGER
59232	BTD - SUNR PASSENGER
59233	SUNR BTD PASSENGER
59234	BTD - SUNR PASSENGER
59235	DLJ - MHV PASSENGER
59236	MHV - DLJ PASSENGER
59243	RJU - MHV PASSENGER
59244	MHV - RJU PASSENGER
59267	PIT - BVC PASSENGER
59268	BVC - PIT PASSENGER
59269	PIT - BVC PASSENGER
59270	BVC - PIT PASSENGER
59271	SUNR - BVC PASSENGER
59272	BVC - SUNR PASSENGER
59295	PIT - BVC PASSENGER
59296	BVC - PIT PASSENGER
59297	PBR-VRL PASSENGER
59298	VRL-PBR PASSENGER
59306	UJN INDB PASS
59307	INDB UJN PAS
59317	NAD UJN PASS
59318	UJN NAD PASS
59319	RTM BPL PASS
59320	BHOPAL RTM PASS
59341	NAGDA BINA PASS
59342	BINA NAD PASS
59345	RTM NAD PASS
59346	NAD RTM PASS
59353	NAD UJN PASS
59354	UJN NAD PASS
59355	RATLAM MTJ PASS
59356	MTJ RATLAM PASS
59357	BXN-JAB PASSENGER
59358	JAB-BXN PASSENGER
59359	BXN-MTJ PASSENGER
59360	MTJ-BXN PASSENGER
59379	IND MKC PASS
59380	MKC - IND PASS
59385	INDB- CWA PANCHVELLY F/P
59386	CWA- INDB PACHVELLY PA
59387	RTM INDB PASS
59388	INDB - RTM PASS
59389	IND BPL PASS
59390	BPL INDB PASS
59393	DHD - HBJ PASSENGER
59394	HBJ- DHD  PASSENGER
59395	AMF - CWA PASSENGER
59396	CWA - AMF PASSENGER
59421	RJT VRL PASS
59422	SMNH RJT PASS
59423	RJT SMNH PASS
59424	VRL  - RJT PASS
59425	BHUJ - PNU PASSENGER
59426	PNU - BHUJ PASSENGER
59439	AHMADABAD PASS
59440	AHMADABAD PASS
59441	AHEMDABAD PASSENGER
59442	AHMEDABAD PASSENGER
59459	RJT VRL PASSENGER
59460	VRL - RJT PASSENGER
59461	BVI DRD SHUTTLE
59462	DRD BCT PASS
59473	ADI - PTN PASSENGER
59474	PTN - ADI PASSENGER
59475	MSH - PTN PASSENGER
59476	PTN - MSH PASSENGER
59477	MSH - PTN PASSENGER
59478	MSH - PTN PASSENGER
59481	MSH - PTN PASSENGER
59482	PTN - MSH PASSENGER
59483	MSH - PTN PASSENGER
59484	PTN - MSH PASSENGER
59503	VG OKHA FAST PA
59504	OKHA VG FAST PA
59507	RJT- SMNH PASSENGER
59508	SMNH -RJT PASS
59509	MSH - VG PASSENGER
59510	VG-MSH PASSENGER
59511	MSH - VG PASSENGER
59512	VG-MSH PASSENGER
59547	ADI-OKHA PASSENGER
59548	OKHA ADI PASS
59601	BER-AII PASS.
59602	AII-BER PASS.
59603	AII - UDZ PASSENGER
59604	UDZ-AII PASS.
59605	COR-UDZ PASS.
59606	UDZ-COR PASS.
59607	AJMER - PUSHKER SPL
59608	PUSHKER - AJMER SPL
59701	JP-HSR PASS.
59702	HSR-JP PASS.
59703	HSR-RE PAS.
59704	RE-HSR PASS.
59705	SOG-JP PASS.
59706	JP-SOG PASSANGER
59707	APH-SOG  PASSANGER
59708	SOG - APH PASS
59709	APH-SOG  PASSANGER
59710	SOG-APH PASS
59711	BTI- SOG  PASSANGER
59712	SOG-BTI  PASS
59713	FL-JP PASS
59714	JP - FL PASS
59715	FL-RE PASSENGER
59716	RE-FL PASSENGER
59717	FL-RE PASSENGER
59718	RE-FL PASSENGER
59719	FL-RE SPL PASS
59720	RE-FL SPL PASS
59721	JP-HSR PASSENGER
59722	HSR-JP PASS.
59723	RE-SDLP-HSR PASS
59724	HSR-SDLP- RE PASSENGER
59725	RE - SDLP-HSR PASS
59726	HSR-SDLP-RE PASS
59731	APH-SOG HOLIDAY PASS
59732	SOG-APH HOLIDAY SPL
59733	APH-SOG PASS
59734	SOG-APH HOLIDAY PASS
59801	KOTA-JP PASSENGER
59802	JP-KOTA-RTM PASSENGER
59803	RTM-KOTA PASSENGER
59805	JP-BXN PASSENGER
59806	BXN-JP PASSENGER
59811	RTM-KOTA-AF PASSENGER
59812	JAB-KOTA-RTM PASSENGER
59813	KOTA-JAB PASSENGER
59814	JAB-KOTA PASSENGER
59821	KOTA-BHIND PASSENGER
59822	BHIND-KOTA PASSENGER
59823	GWL-BIX PASSENGER
59824	BIX-GWL PASSENGER
59825	GWL-BIX PASSENGER
59826	BIX-GWL PASSENGR
59831	BRC-KOTA PARCEL-CUM-PASS
59832	KOTA-BRC PARCEL-CUM-PASS
59833	KOTA-NMH FAST PASSENGER
59834	NMH-KOTA FAST PASSENGER
59835	NMH-UDZ PASSENGER
59836	UDZ-NMH PASSENGER
59837	JLWC-KOTA PASSENGER
59838	KOTA-JLWC
59839	JLWC-KOTA PASSENGER
59840	KOTA-JLWC PASSENGER
61631	BPL BINA MEMU PASS
61632	BINA- BPL MEMU PASS
63101	SDAH-LGL MEMU LOCAL
63102	LGL-SDAH MEMU LOCAL
63103	SDAH-LGL MEMU PGR
63104	LGL-SDAH MEMU PGR.
63131	RHA-CSZ MEMU LOCAL
63132	BPC-KNJ MEUMU LOCAL
63151	JSME - BDME MEMU LOCAL
63153	JSME - BDME MEMU LOCAL
63154	BDME - JSME DMU PGR
63155	JSME - BDME MEMU LOCAL
63156	BDME - JSME MEMU LOCAL
63157	JSME - BDME MEMU LOCAL
63158	BDME - JSME MEMU LOCAL
63159	JSME - BDME MEMU LOCAL
63160	BDME - JSME MEMU LOCAL
63161	JSME - BDME MEMU LOCAL
63162	BDME - JSME MEMU LOCAL
63163	JSME - BDME MEMU LOCAL
63164	BDME - JSME MEMU LOCAL
63165	JSME-BDME PGR.
63166	BDME - JSME MEMU LOCAL
63167	JSME - BDME MEMU LOCAL
63168	BDME - JSME MEMU LOCAL
63169	JSME-BDME PGR.
63207	JAJ-PNBE PASSANGER
63208	PNBE - JAJ PASS
63209	JAJ-PNBE PASS
63210	PNBE JAJ  PASS
63211	JAJ - PNBE  PASS
63212	PNBE - JAJ  PASS.
63217	MKA-DNR PASS
63218	DNR - MKA PASS
63219	DNR-RPR PASS
63220	RPR-PNBE PASSANGER
63221	MKA - PNBE FAST PASSENGER
63222	PNBE - MKA FAST PASSENGER
63223	PNBE-ARA PASS
63224	ARA - PNBE PASS
63225	DNR-BXR PASS
63226	BXR-PNBE PASS
63227	PNBE-BXR PASSANGER
63228	MGS - BXR PASS
63229	BXR-MGS PASS
63230	MGS-BXR PASS
63231	PNBE-BXR PASS
63232	BXR-PNBE PASS
63233	PNBE-BXR MEMU PASS.
63234	BXR - PNBE PASS
63235	BXR-MGS PASSENGER
63236	MGS-BXR PASSANGER
63237	BXR-MGS PASS
63238	MGS- BXRPASSENGER
63239	BXR - MGS PASS
63240	MGS-BXR PASS
63241	PNBE- GAYA PASS
63242	GAYA-PNBE  PASS
63243	PNBE-GAYA PASS
63244	GAYA - PNBE PASS
63245	PNBE-GAYA PASS
63246	GAYA-PNBE  PASS
63247	GAYA - PNBE PASS
63248	GAYA-PNBE PASS
63249	PNBE-GAYA PASS
63250	GAYA-PNBE PASS
63251	PNBE-GAYA PASS
63252	GAYA -PNBE PASS
63253	PNBE-GAYA PASS
63254	GAYA- PNBE PASS
63255	PNBE - GAYA PASS
63256	GAYA-PNBE PASS
63257	PNBE-GAYA PASS
63258	GAYA-PNBE PASS
63259	PNBE-GAYA PASS
63260	GAYA-PNBE PASS
63501	HWH- BWN M/LOCAL
63502	BWN - HWH LOCAL
63505	BWN-ASN PGR.
63506	ASN - BWN PASSENGER
63507	BWN-ASN PGR.
63508	ASN-BWN PGR
63509	BWN-ASN PGR.
63510	ASN - BWN PASSENGER
63511	BWN-ASN PGR.
63512	ASN - BWN PASSENGER
63513	BWN-ASN PGR.
63514	ASN-BWN PGR
63515	BWN-ASN PGR.
63516	ASN-BWN PGR
63517	BWN-ASN PGR.
63518	ASN-BWN PGR
63519	BWN-ASN PGR.
63520	ASN - BWN PASSENGER
63521	BWN-ASN PGR.
63522	ASN - BWN PASSENGER
63523	BWN-ASN PGR.
63524	ASN - BWN PASSENGER
63525	BWN-ASN PGR.
63526	ASN - BWN PASSENGER
63527	DGR-ASN PGR.
63528	ASN - DGR PGR
63541	ASN-GMO PGR.
63542	GMO-ASN PASSENGER
63543	ASN-GMO PGR.
63544	GMO-ASN PASSENGER
63545	ASN-DHN PGR.
63546	DHN - ASN PASSENGER
63547	DHN-HZD MEMU PASS
63548	GAYA-KQR MEMU PASS
63549	HZD-GAYA MEMU PASS
63550	KQR-DHN MEMU PASS
63551	ASN-DHN PGR.
63552	DHN - ASN PASSENGER
63561	ASN-JSME PGR
63562	BDME-ASN PASSENGER
63563	ASN-JSME PGR.
63564	JSME-ASN PASSENGER
63565	JSME-JAJ PGR.
63566	JAJ - JSME PASSENGER
63567	ASN-JAJ PGR.
63568	JAJ - ASN PGR
63569	ASN-JSME PGR.
63570	BDME-ASN PASSENGER
63571	JSME-KIUL MEMU PGR.
63572	KIUL-JSME MEMU PGR
63573	JSME-KIUL MEMU PGR.
63574	KIUL-JSME MEMU PGR
63591	BKSC-ASN MEMU PGR
63592	ASN-BKSC MEMU PGR.
63593	PRR-ASN MEMU PGR
63594	ASN-PRR MEMU PGR
63595	BKSC-ASN MEMU PGR.
63596	ASN-BKSC MEMU PGR.
63597	RNC-ASN PASSENGER
63598	ASN-RNC PASSENGER
64001	DLI-PNP MEMU
64002	PNP-DLI MEMU
64003	NDLS-SNP 12CAR EMU
64004	SNP-SBB 12CAR EMU
64011	PWL-SSB 10 CAR EMU
64012	SSB-PWL 12CAR EMU
64013	PWL-SSB 12CAR EMU
64014	SSB-PWL 10 CAR EMU
64015	PWL-SSB 12CAR EMU
64016	SSB-PWL EMU
64017	PWL-SSB 12CAREMU
64018	SSB-NDLS EMU
64019	PWL-SSB EMU
64031	GZB-SSB 12CAR EMU
64032	SSB-GZB 12CAR EMU
64034	SSB-GZB 10 CAR EMU
64036	SSB-GZB 12CAR EMU
64051	PWL-GZB 12CAR EMU
64052	GZB-PWL 12CAR EMU
64053	PWL-GZB 12CAREMU
64055	PWL-GZB 12CAR EMU
64057	PWL-GZB 12CAR EMU
64061	PWL-DLI EMU
64062	DLI-BVH EMU
64064	PND-4 EMU
64071	BVH-NDLS EMU
64073	KSV-NDLS 12CAR EMU
64074	NDLS-PWL 12CAR EMU
64075	PWL-NDLS 10CAR EMU
64076	NDLS-PWL 10CAR EMU
64077	PWL-NDLS EMU
64078	NDLS-PWL 12CAR EMU
64080	NDLS-PWL 10 CAR EMU
64082	NDLS-PWL EMU
64084	NDLS-PWL EMU
64087	NZM-NDLS 10 CAR EMU
64088	NZM-NDLS 10CAR EMU
64089	NZM-NZM EMU
64090	NZM-NZM EMU
64091	HNZM-HNZM EMU
64092	NZM-NZM EMU
64093	NZM-NDLS 10 CAR EMU
64094	SSB-NZM 10 CAR EMU
64095	NDLS-SSB 10CAR EMU
64096	SSB-NZM
64097	NDLS-SSB 10 CAR EMU
64098	SSB-NZM EMU
64101	ALJN-DLI 12CAR EMU
64102	DLI-ALJN 12CAR EMU
64103	ALJN-DLI
64104	DLI-DKDE 12CAR EMU
64105	ALJN-DLI 12CAR EMU
64106	DLI-KRJ 12CAR EMU
64107	DKDE-DLI 12CAR EMU
64108	DLI-DKDE 12CAR EMU
64109	DKDE-SSB 12CAR EMU
64110	NDLS-ALJN 12CAR EMU
64111	DKDE-SSB 12CAR EMU
64112	SSB-DKDE 12CAR EMU
64113	KRJ-SSB 12CAR EMU
64114	SSB-ALJN 12CAR EMU
