Train No	Train Name
64151	ALJN-DLI MEMU
64152	DLI-ALJN MEMU
64153	CNB-ETW MEMU
64154	ALJN-TDL MEMU
64155	ETW-TDL MEMU
64156	ETW-CNB MEMU
64157	ETW-AGC MEMU
64158	TDL-ETW MEMU
64159	CNB-PHD MEMU
64160	AGC-ETW MEMU
64161	PHD-SKB MEMU
64162	PHD-CNB MEMU
64163	CNB-PNK MEMU
64164	SKB-PHD MEMU
64165	TDL-ALJN MEMU
64201	LKO-CNB MEMU
64202	CNB-LKO MEMU
64203	LKO-CNB MEMU
64204	CNB-LKO MEMU
64205	LKO-CNB MEMU
64206	CNB-LKO MEMU
64207	LKO-CNB MEMU
64208	CNB-LKO MEMU
64209	LKO-CNB MEMU
64210	CNB-LKO MEMU
64211	LKO-CNB MEMU
64212	CNB-LKO MEMU
64213	LKO-CNB MEMU
64214	CPA-LKO MEMU
64216	CNB-LKO MEMU
64231	BBK-LKO MEMU
64232	LKO-BBK MEMU
64234	LKO-BBK MEMU
64251	LJN-CNB MEMU
64252	CNB-LJN MEMU
64253	LJN-CPA MEMU
64254	CPA-LJN MEMU
64255	LJN-CPA MEMU
64257	LJN-CNB MEMU
64260	PNK-LJN MEMU
64271	BBK-LJN MEMU
64272	LJN-BBK MEMU
64273	BBK-LJN MEMU
64274	LJN-BBK MEMU
64275	BBK-LJN MEMU
64401	GZB-DLI 12CAR EMU
64402	DLI-GZB 12CAR EMU
64403	GZB-DLI 12CAR EMU
64404	DLI-GZB 12CAR EMU
64405	GHAZIABAD DELHI EMU
64406	DLI-GZB 12CAR EMU
64407	GZB-DLI EMU
64408	DLI-GZB 12CAR EMU
64409	GZB-NDLS 10CAR EMU
64410	DLI-GZB 12CAR EMU
64411	SBB-SSB EMU
64412	DLI-GZB MEMU
64414	DLI-GZB EMU
64415	GZB-NDLS EMU
64417	GZB-DLI MEMU 12 COACH
64418	DLI-GZB MEMU 12 COACHES
64419	NZM-GZB10 CAR EMU
64420	GZB-DLI-NDLS-NZM 10 CAR
64421	GZB-NDLS 12CAR EMU
64422	NDLS-GZB
64423	GZB-NDLS EMU
64424	NDLS-GZB EMU
64425	GZB-NDLS 12CAR EMU
64426	NDLS-GZB 12CAR EMU
64427	GZB-NDLS 12CAR EMU
64428	NDLS-GZB EMU
64429	GZB-NDLS 12CAR EMU
64430	NDLS-GZB
64431	GZB-NDLS EMU
64432	NDLS-GZB EMU
64433	GZB-NDLS EMU
64434	DLI-GZB 12CAR EMU
64437	GZB-DLI 12CAR EMU
64439	GZB-DLI 12CAR EMU
64441	GZB-DLI 12CAR EMU
64443	GZB-DLI 12CAR EMU
64445	GZB-NDLS
64449	GZB-NDLS LADIES SPL
64450	NDLS-GZB LADIES SPL
64451	DLI-PNP MEMU
64452	KKDE-DLI MEMU
64453	DLI-PNP 12CAR EMU
64454	KKDE-DLI MEMU
64461	NZM KKDE MEMU
64462	KKDE-NZM MEMU
64463	NDLS-KKDE MEMU
64464	PNP-NDLS MEMU
64465	NDLS-KKDE MEMU
64466	PNP-NDLS MEMU
64467	TDL ETAH PASS
64469	NDLS-PNP LADIES SPL.
64470	PNP-NDLS LADIES SPL.
64471	GZB-PNP MEMU
64472	PNP-GZB MEMU
64481	PNP-UMB MEMU
64482	UMB-KKDE MEMU
64483	KKDE-UMB MEMU
64491	PWL-NDLS LADIESD SPL
64492	NDLS-PWL LADIES SPL
64493	PWL-NZM 10CAR EMU
64494	NZM-PWL MEMU
64496	NZM-KSV EMU
64501	UMB-SRE PASS
64502	UMB-SRE PASS
64504	UMB-SRE PASS
64511	SRE-NLDM PASS
64512	NLDM-SRE PASS
64513	SRE-NLDM PASS
64514	NLDM-UMB PASS
64515	UMB-NLDM PASS
64516	NLDM-UMB PASS
64517	UMB-NLDM PASS
64518	NLDM-UMB PASS
64521	UMB-LDH PASS
64522	LDH-UMB PASS
64523	UMB-LDH PASS
64524	LDH-UMB PASS
64531	DLI-PNP PASS
64532	UMB-DLI MEMU
64533	DLI-PNP MEMU
64534	PNP-DLI 12CAR EMU
64536	PNP-DLI-MEMU
64541	PNP-UMB PAS
64542	UMB-PNP PASS
64543	PNP-UMB MEMU
64545	KKDE-UMB PASS
64546	UMB-KKDE PASS
64547	KKDE-UMB PASS
64548	UMB-KKDE PASS
64551	LDH-ASR PASS
64552	ASR-LDH PASS
64581	HRF-DLI MEMU
64582	DLI-HRF MEMU
64583	TDL-DLI MEMU
64584	DLI-TDL MEMU
64585	HRF-HRS MEMU
64586	HRS-HRF MEMU
64901	KSV-GZB 12CAR EMU
64902	GZB-KSV 12CAR EMU
64903	MTJ-GZB 12CAR EMU
64904	GZB-MTJ 12CAREMU
64905	MTJ-NDLS 12CAR EMU
64906	GZB-PWL 12CAR EMU
64908	SSB-BVH-PWL EMU
64910	SSB-MTJ 12CAR EMU
64911	DLI-ROK MEMU
64912	ROK-DLI MEMU
64931	DLI-ROK MEMU
64951	BXN-AGC
64952	AGC-BXN
64953	AGC-NZM EMU
64955	AGC-TDL MEMU
64956	TDL-AGC MEMU
64957	AGC-PWL MEMU
64958	PWL-AGC MEMU
64959	KSV-AGC MEMU
658B	SBC HOLIDAY SPL
66000	AVD-MMC
66001	MMC-AVD EMU LOCAL
66002	AVD-MMC MEMU LOCAL
66003	MMC-AVD MEMU LOCAL
66004	AVD-MMC PASSR
66005	MMC-AVDPASSR
66006	AVD-MMC PASSR
66007	MMC-AVD EMU LOCAL
66008	AJJ-MMC PASSR
66009	MMC-AJJ PASSR
66010	AJJ-MMC PASSR
66011	MMC-AJJ PASSR
66012	MSB-MMC PASSR
66013	MMC-AJJ EMU LOCAL
66014	TPTY-MMC MEMU LOCAL
66015	MMC-TPTY MEMU PASSR
66016	AJJ-MSB PASSR
66017	MSB-VLR PASSR
66018	VLR-MSB PASSR
66019	KPD-SA PASSR
66020	SA-KPD PASSR
66021	MMC-TPTY
66022	TPTY-MMC PASSR
66025	MMC-SPE PASSR.
66026	SPE-MMC PASSR
66027	MMC-SPE PASSR.
66028	SPE-MMC PASSR
66029	SPE-NLR PASSR
66030	NLR-SPE PASSR
66031	SPE-NLR PASSR
66032	NLR-SPE PASSR
66033	TPTY-NLR PASSR
66034	NLR-TPTY PASSR.
66035	MAS-NLR PASS
66036	NLR-MMC MEMU
66041	MSB-TMLP PASSR
66042	TMLP-MSB EMU LOCAL
66043	MSB-MLMR PASSR
66044	MLMR-MSB PASSR
66045	MLMR-VM PASSR
66046	VM-MLMR PASSR
66300	QLN-ERS PASSR.
66301	ERS-QLN PASSR.
66302	QLN-ERS PASSR.
66303	ERS-QLN PASSR.
66304	QLN-CAPE PASSR.
66305	CAPE-QLN PASSR.
66517	MKM-BWT EXPRESS SPL
66518	BWT-MKM  EXPRESS SPL
66519	MKM-SBC PASS
66520	SBC-MKM PASS
66527	KPN-BWT MEMU
66528	BWT-KPN MEMU
66529	KPN-SBC PASS
66530	SBC-BWT PASS
66531	BWT-SBC PASS
66532	SBC-BWT PASS
66533	BWT-KJM PASS
66534	KJM-KPN PASS
66600	CBE-ED PASSR
66601	ED-CBE PASSR
66602	CBE-SA PASS
66603	SA-CBE PASS
66604	SRR CBE PASSR
66605	CBE-SRR PASS
66606	PGTN-CBE PASS
66607	PGTN-CBE PASS
66608	PGTN-ED MEMU PASSR.
66609	ED-PGTN MEMU PASSR.
66611	PGT-ERS MEMU
66612	ERS-PGT MEMU
67251	PUSHPULL
67252	EY RAKE
67253	PUSHPULL
67254	PUSHPULL
67255	PUSHPULL
67256	PUSHPULL
67257	PUSHPULL
67258	PUSHPULL
67259	PUSHPULL
67260	PUSHPULL
67261	PUSHPULL
67262	PUSHPULL
67263	PUSHPULL
67264	PUSHPULL
67265	PUSHPULL
67266	PUSHPULL
67267	PUSHPULL
67269	PUSHPULL
67270	PUSHPULL
67271	PUSHPULL
67272	PUSHPULL
67273	PUSHPULL
67274	PUSHPULL
67275	FM-BHONGIR MEMU TRAIN
67276	BHONGIR-FM MEMU
67277	FM-BHONGIR MEMU TRAIN
67278	BHONGIR-FM MEMU TRAIN
67279	GDR-OGL MEMU
67280	OGL-GDR MEMU
67281	BZA-TEL
67282	TEL-GNT
67283	GNT-BZA
67284	BZA-GNT
67285	GNT-TEL
67286	TEL-BZA
67287	BZA-TEL
67288	TEL-GNT
67289	GNT-BZA
67291	VZM-VSKP MEMU
67292	VSKP-VZM MEMU
67293	PSA-VSKP MEMU
67294	VSKP-PSA MEMU
67295	RJY-VSKP PASS
67296	VSKP-RJY PASS
67297	BZAPASS
67298	BZA-GDR PASS
67299	EE PASS
67300	BZA-RJY PASS
68001	HWH KGP LOCAL
68002	BELDA  HWH LOCAL
68003	HWH-GTS MEMU LOCAL
68004	GTS-HWH MEMU LOCAL
68005	KGP TATA PASSENGER
68006	TATA KGP PASSENGER
68007	HWH BELDA MEMU LOCAL
68008	BELDA  HWH LOCAL
68009	TATA CKP PASSENGER
68010	CKP TATA PASSENGER
68011	KGP TATA LOCAL
68012	TATA KGP LOCAL
68013	TATA KGP LOCAL
68014	KGP TATA LOCAL
68015	KGP TATA LOCAL
68016	TATA KGP LOCAL
68017	GMO CKP PASSENGER
68018	CKP GMO PASSENGER
68019	JGM-DHN MEMU PASS
68020	JGM-DHN MEMU PASS
68021	KGP BLS LOCAL
68022	BLS KGP LOCAL
68023	JGM-PRR MEMU SPL
68024	PRR-JGM MEMU PASS
68025	HWH KGP LADIES LOCAL
68026	KGP HWH LADIES LOCAL
68047	KGP - HIJ MEMU PASS
68048	HIJ - KGP MEMU
68053	ADRA PRR LOCAL
68054	PRR ADRA LOCAL
68055	ASN TATA LOCAL
68056	TATA ASN LOCAL
68057	ADRA PRR LOCAL
68058	PRR ADRA LOCAL
68059	BBM ASN LOCAL
68060	ASN BBM LOCAL
68061	ADRA-ASN MEMU
68062	ASN-ADRA MEMU
68063	ADRA-ASN MEMU
68064	ASN ADRA LOCAL
68065	ADRA ASN LOCAL
68066	ASN ADRA LOCAL
68067	ADRA ASN LOCAL
68068	ASN ADRA LOCAL
68069	ADRA ASN LOCAL
68070	ASN ADRA LOCAL
68071	ADRA KNF LOCAL
68072	VAA ADRA LOCAL
68073	BJE VAA PASS
68074	KNF BJE PASS
68075	ADRA BJE LOCAL
68076	BJE ADRA LOCAL
68077	ADRA VAA LOCAL
68078	VAA ADRA LOCAL
68079	BJE CRP LOCAL
68080	CRP BJE LOCAL
68081	BQA ADRA LOCAL
68082	ADRA BQA LOCAL
68083	VSU-ADRA MEMU PASSENGER
68084	ADRA-VSU MEMU PASS
68086	ADRA-GARBETA MEMU PASSENGER
68087	BQA - DHN  LOCAL
68088	DHN BQA  LOCAL
68089	MDN ADRA LOCAL
68090	ADRA MDN LOCAL
68091	MDN-JGM JANGALMAHAL PASS
68092	JGM-MDN JANGALMAHAL PASS
68093	MDN-KGP MEMU LOCAL
68094	KGP-MDN MEMU PASS
68097	GBA ADRA LOCAL
68098	ADRA GBA PASS
68601	HWH AMZ LOCAL
68603	HWH - AMTA LOCAL
68605	HWH AMZ LOCAL
68607	SRC AMZ LOCAL
68609	HWH AMZ LOCAL
68611	HWH AMZ LOCAL
68613	HWH AMTA LOCAL
68614	AMZ HWH LOCAL
68615	HWH AMZ LOCAL
68617	HWH AMZ LOCAL
68618	AMZ HWH LOCAL
68619	HWH-AMZ LOCAL
68620	AMZ-HWH LOCAL
68625	HWH-KGP EMU LOCAL
68626	KGP HWH LOCAL
68627	HWH-KGP LOCAL
68628	KGP HWH LOCAL
68629	HWH KGP LOCAL
68630	KGP-HWH EMU LOCAL
68631	HWH-KGP LOCAL
68632	KGP-HWH LOCAL
68633	HWH KGP LOCAL
68634	KGP HWH LOCAL
68635	"HWH - KGP,LOCAL"
68636	KGP-HWH LOCAL
68637	HWH-KGP LOCAL
68638	KGP - HWH EMU
68639	HWH KGP LOCAL
68640	KGP - HWH EMU
68642	KGP-HWH LOCAL
68643	KGP-HIJ LOCAL
68644	HIJ-KGP LOCAL
68645	KGP-HIJ LOCAL
68646	HIJ-KGP LOCAL
68649	MH101
68650	MDN HWH LOCAL
68651	HWH MDN LOCAL
68652	MDN-HWH LOCAL
68653	HWH MDN OCAL
68654	MDN HWH LOCAL
68655	HWH MDN LOCAL
68656	MDN HWH LOCAL
68657	HWH MDN LOCAL
68658	MDN HWH LOCAL
68659	HWH-MDN LOCAL
68660	MDN HWH LOCAL
68661	HWH MDN LOCAL
68662	MDN HWH LOCAL
68663	HWH - MDN LOCAL
68664	MDN HWH LOCAL
68665	HWH-MDN LOCAL
68666	MDN-HWH LOCAL
68667	HWH MDN LOCAL
68668	MDN - HWH LOCAL
68669	HWH MDN
68670	MDN HWH LOCAL
68671	HWH-MDN LOCAL
68672	MDN-HWH LOCAL
68673	HWH-MDN LOCAL
68674	MDN HWH LOCAL
68675	HWH MDN LOCAL
68676	MDN HWH LOCAL
68677	HWH-MDN LOCAL
68678	MDN-HWH LOCAL
68679	HWH MCA LOCAL
68685	MCA DGHA LOCAL
68686	DGHA-SRC DEMU PASSENGER
68687	SRC DGHA DEMU PASSENGER
68688	DGHA-MCA LOCAL
68689	HWH HLZ LOCAL
68690	HLZ HWH LOCAL
68691	HWH HLZ LOCAL
68692	HLZ PKU LOCAL
68693	PKU HLZ LOCAL
68694	HLZ HW  LOCAL
68695	HWH HLZ LOCAL
68696	HLZ HWH LOCAL
68699	MDN KGP LOCAL
68701	R-DURG MEMU LOCAL
68702	DURG-R MEMU LOCAL
68703	R-DURG MEMU LOCAL
68704	DURG-R MEMU LOCAL
68705	R-DGG MEMU LOCAL
68706	DGG-BSP MEMU LOCAL
68707	R-DURG MEMU LOCAL
68708	DURG-R MEMU LOCAL
68709	R-DGG MEMU LOCAL
68710	DGG-R MEMU LOCAL
68711	DGG-G MEMU LOCAL
68712	G-DGG MEMU LOCAL
68713	G-ITR MEMU LOCAL
68714	ITR-G LOCAL
68715	G-ITR MEMU LOCAL
68716	ITR-G MEMU LOCAL
68717	R- DURG MEMU LOCAL
68718	DURG-R MEMU LOCAL
68719	BSP-R MEMU LOCAL
68721	R-DGG MEMU LOCAL
68723	DGG- G MEMU LOCAL
68724	G-R MEMU LOCAL
68725	R-DURG MEMU LOCAL
68726	DURG-R MEMU LOCAL
68727	BSP-R MEMU LOCAL
68728	R-BSP MEMU LOCAL
68729	R-DGG MEMU LOCAL
68730	DGG-R MEMU LOCAL
68731	GAD-BSP MEMU
68732	BSP-GAD MEMU LOCAL
68733	GAD-BSP MEMU LOCAL
68734	BSP-GAD MEMU LOCAL
68735	RIG-BSP MEMU LOCAL
68736	BSP-RIG MEMU LOCAL
68737	RIG-BSP MEMU LOCAL
68738	BSP- RIG MEMU LOCAL
68739	PND-BSP MEMU LOCAL
68740	BSP-PND LOCAL
68741	DURG-G MEMU
68742	G-DURG PASSENGER
68743	DURG-G PASSENGER
68744	ITR-G
68745	KRBA- R MEMU
68746	R- KRBA MEMU
68747	BSP-KTE PASSENGER
68748	KTE-BSP PASSENGER
69101	BRC-ADI MEMU
69102	ADI - BRC MEMU
69104	ANND - BRC MEMU
69105	ANND-ADI MEMU
69106	ADI-ANND MEMU
69107	BRC - ADI MEMU
69108	ADI-BRC MEMU
69109	ST-BRC MEMU
69110	BRC-ST MEMU
69111	ST-BRC MEMU
69112	BRC - ST MEMU
69113	BRC-ADI MEMU
69114	ADI-BRC MEMU
69115	BRC-ADI MEMU
69116	ADI - ANND MEMU
69117	BRC - DHD MEMU
69118	DHD-BRC MEMU
69119	BRC-DHD MEMU
69120	DHD-BRC MEMU
69121	BRC - GDA MEMU
69122	GDA - BRC MEMU
69123	ANND-GDA MEMU
69124	GDA-ANND MEMU
69125	ANND-GDA MEMU
69126	GDA-ANND MEMU
69127	ANND-ADI MEMU
69128	ADI-ANND MEMU
69129	ANND-ADI MEMU
69130	ADI-ANND MEMU
69131	ADI - GNC MEMU
69132	GNC - ADI MEMU
69141	SJN-ST MEMU
69142	ST-SJN MEMU
69143	VR-SJN MEMU
69144	SJN-UBR MEMU
69145	VR-DRD MEMU
69146	DRD- VR MEMU
69147	VR-DRD MEMU
69148	DRD-VR MEMU
69149	VR-DRD MEMU
69150	DRD-VR MEMU
69151	BL - ST MEMU
69152	ST  - BL MEMU
69153	UBR - BL MEMU
69154	BL- UBR MEMU
69155	VR-DRD  MEMU
69156	DRD-VR MEMU
69157	VR-DRD MEMU
69158	DRD-VR MEMU
69159	VR-DRD MEMU
69160	DRD-DDR MEMU
69161	PNVL - DRD MEMU
69162	DRD-DDR MEMU
69163	VR - DRD MEMU
69164	DRD - PNVL MEMU
69165	PNVL - BSR MEMU
69166	BSR - PNVL MEMU
69167	PNVL - BSR MEMU
69168	BSR - PNVL MEMU
69169	PNVL-BSR MEMU
69181	DHD - RTM MEMU
69182	RTM-DHD MEMU
69183	RTM - NADMEMU
69184	NAD - RTM MEMU
69185	NAD - UJN MEMU
69186	UJN - NAD MEMU
69187	DHD-RTM MEMU
69188	RTM-DHD MEMU
69189	ANND-DHD MEMU
69190	DHD-ANND MEMU
69191	ANND-GNC MEMU
69192	GNC-ANND MEMU
70101	MAO-KAWR DMU
70102	KAWR-MAO DMU
70103	MAO-KAWR SPECIAL
70104	KAWR-MAO SPECIAL
71081	BSR-DIVA PASSENGER
71082	DI BOR PASS
71083	BSR-DIVA PASSENGER
71084	DIVA-BSR PASSENGER
71085	BSR-DIVA PASSENGER
71086	DIVA-BSR PASSENGER
71088	BOR-BSR DMU
71089	DIVA-ROHA PASSENGER
71092	ROHA-DIVA PASSENGER
71093	BSR-DIVA DMU
71094	DIVA-BSR DMU
71095	DIVA-ROHA PASSENGER
71096	ROHA-DIVA PASSENGER
71101	JM KMN PASSENGER
71102	KMN JM PASSENGER
71103	JM KMN PASSENGER
71104	KMN JM PASSENGER
71105	JM KMN PASSENGER
71106	KMN JM PASSENGER
71107	JM KMN PASSENGER
71108	KMN JM PASSENGER
71109	JM KMN PASSENGER
71110	KMN JM PASSENGER
71111	JM KMN PASSENGER
71112	KMN JM PASSENGER
71113	JM KMN PASS
71114	KHAMGAON JALAM PASS
71115	JALAMB KHAMGAON RAIL BUS
71116	KHAMGAON JALAMB PASS
71117	JALAM KHAMGAON PASS
71118	KHAMGAON JALAMB PASS
71901	AF-BRTP SHUTTLE
71902	BTE-AF DMU
71903	AF-BKI SHUTTLE
71904	BKI-AF SHUTTLE
71905	AF-BTE SHUTTLE
71906	BTE-AF SHUTLE
71907	AF-BKI DMU
71908	BKI-AF DMU
72171	RAILBUS
72172	MTJ-BDB
72173	MTJ-BDB
72174	RAILBUS
72175	RAILBUS
72176	BDB-MTJ
72177	MTJ-BDB
72178	BDB-MTJ
72179	MTJ-BDB
72180	BDB-MTJ
72201	THE-CPR DMU
72202	CPR-THE DMU
72203	IAA-DIT RAILBUS
72204	DIT-IAA RAILBUS
72205	IAA-DIT RIALBUS
72206	DIT-IAA RAILBUS
72207	IAA-DIT RAILBUS
72208	DIT-IAA RAILBUS
72209	IAA-DIT RAILBUS
72210	DIT-IAA RAILBUS
72451	KLK-SML RMC
72452	SML-KLK
72501	SGUJ - BORA RAIL BUS
72502	BORA - SGUJ RAIL BUS
72503	SGUJ - BORA RAIL BUS
72504	BORA - SGUJ RAIL BUS
73011	BWN - RPH DMU PGR.
73012	RPH- BWN DMU PGR
73021	AZ - RPH DMU PASSENGER
73022	RPH - AZ DMU PGR
73031	KWAE-AZ DEMU PGR.
73032	AZ-KWAE DEMU PGR.
73033	NHT-AZ PASS
73034	AZ-NHT PASS
73151	SDAH-JRLE DEMU PGRS.
73152	JRLE-SDAH DEMU PGRS.
73203	KIUL-PNBE PASS
73204	MKA-BJU
73205	MKA-PNBE DEMU
73206	PNBE-MKA DEMU
73207	PNBE-MKA DEMU
73208	MKA-BJU DEMU
73209	MKA-BJU DEMU
73210	BJU-MKA
73211	PNC-DNR DMU
73212	PNBE-PNC DEMU
73213	PNBE-PTG DEMU
73214	PNBE-PNC DEMU PASS
73253	RGD-BKP DEMU
73254	BKP-RGD DEMU
73255	RGD-BKP DEMU
73256	BKP-RGD PASSENGER
73257	BKP-GAYA DEMU
73258	GAYA-BKP PASSENGER
73261	IPR - PNBE PASS
73262	PNBE-IPR PASS
73263	IPR-PNBE PASS
73264	PNBE-IPR DEMU
73531	UDL-SNT PGR.
73532	SNT-UDL PGR.
73533	UDL-SNT PGR.
73534	SNT-UDL PGR
73536	SNT-UDL PGR
73537	UDL-SNT PGR.
73538	JSME-UDL PASSENGER VIA BB
73539	UDL-JSME PGR VIA-BBI
73901	JMP-UREN SRAMIK GARI
73902	UREN-JMP SRAMIK GARI
73903	JMP KJH SRAMIK GARI
73904	KJH-JMP SRAMIK GARI
73905	JMP-UREN SRAMIK GARI
73906	UREN=JMP SRAMIK GARI
73911	SGG-JMP PGR.
73912	JMP-SGG PGR
73913	SGG-JMP PGR.
73914	JMP-SGG PGR
73916	JMP-SGG PGR
74001	DLI-MOZ DMU
74002	MOZ-DLI DMU
74011	DLI-ROK DMU
74012	ROK-DLI DMU
74021	DLI-SRE DMU
74022	SMQL-DLI DMU
74023	DLI-SMQL DMU
74024	SREL-DLI DMU
74031	GHH-FN DMU
74032	FN-DEE DMU
74033	DEE-FN DMU
74034	FN-GHH DMU
74035	GHH-FN DMU
74036	FN-DEE DMU
74037	DEE-FN DMU
74038	FN-GHH DMU
74301	RAIL BUS
74302	RAILBUS
74303	SAMBHAL HATIM MORADABAD PASSEN
74304	MORADABAD SAMBHAL HATIM SARAI
74305	RAIL BUS
74306	RAIL BUS
74601	BEAS GWSB RAILBUS
74602	GWSB BEAS RAILBUS
74603	BEAS GWSB RAILBUS
74604	GWSB BEAS RAILBUS
74605	BEAS GWSB RAILBUS
74606	GWSB BEAS RAILBUS
74607	BEAS GWSB RAILBUS
74608	GWSB BEAS RAILBUS
74609	BEAS GWSB RAILBUS
74610	BEAS GWSB RAILBUS
74621	BDGM-BRML DMU
74622	BRML-QG-DMU
74623	BDGM-BRML DMU
74624	BRML-QG-DMU
74625	QG-BRML-DMU
74626	BRML-QG-DMU
74627	QG-BRML-DMU
74628	BRML-QG-DMU
74629	QG BRML PASS
74630	BRML-QG-DMU
74631	QG-BDGM-DMU
74632	BDGM-QG-DMU
74633	QG-BDGM-DMU
74634	BDGM-QG-DMU
74641	1JA JUC-ASR DMU
74642	JUC-ASR
74643	JUC-ASR DMU
74644	ASR-JUC DMU
74645	UMB-ASR PASS
74646	ASR-UMB PASS
74647	LDH-JUC DMU
74648	JUC-NRO-LDH DMU
74651	DBNK-ASR DMU
74652	DBNK-ASR DMU
74653	DBNK-ASR DMU
74654	DBNK-ASR DMU
74655	DBNK-ASR DMU
74656	DBNK-ASR DMU
74657	DBNK-ASR DMU
74658	DBNK-ASR DMU
74661	ATT-ASR DMU
74662	ATT-ASR DMU
74663	ATT-ASR DMU
74664	ATT-ASR DMU
74671	ASR-PTK DMU
74672	PTK-ASR DMU
74673	PTK-ASR DMU
74674	PTK-ASR DMU
74675	ASR-PTK DMU
74676	PTK-ASR DMU
74681	ASR-KEMK DMU
74682	ASR-KEMK DMU
74683	ASR-KEMK DMU
74684	ASR-KEMK DMU
74685	ASR-KEMK DMU
74686	ASR-KEMK DMU
74687	ASR-KEMK DMU
74688	ASR-KEMK DMU
74691	ASR-QDN DMU
74692	QDN-ASR DMU
74801	MEC-MTD RAIL BUS
74802	MTD-MEC RAIL BUS
74803	MEC-MTD
74804	MTD-MEC RAIL BUS
74805	MEC-MTD RAIL BUS
74806	MTD-MEC RAIL BUS
74807	MEC - MTD RAIL BUS
74808	MTD-MEC RAIL BUS
74809	MEC-MTD RAIL BUS
74810	MTD-MEC RAIL BUS
74811	MEC-MTD RAIL BUS
74812	MTD-MEC RAIL BUS
74813	MEC-MTD RAIL BUS
74814	MTD-MEC RAIL BUS
74815	MEC-MTD RAIL BUS
74816	MTD-MEC RAIL BUS
74817	MEC-MTD RAIL BUS
74818	MTD-MEC RAIL BUS
74819	MEC-MTD RAIL BUS
74820	MTD-MEC RAIL BUS
74821	MEC-MTD RAIL BUS
74822	MTD-MEC RAIL BUS
74823	MEC-MTD RAIL BUS
74824	MTD-MEC RAIL BUS
74901	PTK-JUC DMU
74902	PTK-JUC DMU
74903	PTK-JUC DMU
74904	PTK-JUC DMU
74905	JAT-UHP DMU
74906	JAT-UHP DMU
74907	JAT-UHP DMU
74908	UHP-JAT DMU
74909	PTK-JAT-UHP-DMU
74910	PTK-JAT-UHP-DMU
74911	HSX-JUC DMU
74912	HSX-JUC DMU
74913	HSX-JUC DMU
74914	HSX-JUC DMU
74915	HSX-JUC DMU
74916	HSX-JUC DMU
74917	HSX-JUC DMU
74918	HSX-JUC DMU
74919	HSX-JUC DMU
74920	HSX-JUC DMU
74923	HSX-ASR DMU
74924	ASR-HSX DMU
74925	HSX-FZR DEMU PASSENGER
74926	FZR-HSX DEMU PASSENGER
74931	JUC-FZR DMU
74932	FZR-JUC DMU
74933	JUC-FZR DMU
74934	JUC-FZR DMU
74935	JUC-FZR DMU
74936	JUC-FZR DMU
74937	JALANDER FIROZPUR
74938	JUC-FZR DMU
74939	JUC-FZR DMU
74940	FZR-JUC DMU
74941	NRO-JUC DMU
74942	JUC-NRO
74943	NRO-JUC DMU
74944	JUC-NRO DMU
74945	NRO-JUC DMU
74946	JUC-NRO DMU
74947	NRO-JUC DMU
74948	JUC-NRO DMU
74951	JJJ-JUC DMU
74952	JJJ-JUC DMU
74953	JJJ-JUC DMU
74954	JUC-JJJ DMU
74961	LDH-FZR DMU
74962	LDH-FZR DMU
74963	LDH-FZR DMU
74964	LDH-FZR DMU
74965	LDH-LNK DMU
74966	LDH-LNK DMU
74967	LDH-LNK DMU
74968	LDH-LNK DMU
74969	LDH-LNK DMU
74970	LNK-LDH DMU
74971	FKA-FZR DMU
74972	FZR-FKA DMU
74973	FZR-FKA DMU
74974	FKA-FZR DMU
74975	FZR-FKA DMU
74976	FKA-FZR DMU
74977	FKA-FZR DMU
74978	FZR-FKA DMU
74981	KKP-FKA DMU
74982	FKA-KKP DMU
74983	KKP-FKA DMU
74984	FKA-KKP DMU
74985	BTI-FKA-DMU
74986	FKA-BTI-DMU
74987	BTI-FKA-DMU
74988	FKA-BTI-DMU
74991	UMB-CHDL PASS
74992	CHDL-UMB PASS
74993	KKDE-UMB PASS
74994	UMB-KKDE PASS
75101	CPR-DDA PASS
75102	DDA-CPR PASS
75103	CPR-DDA PASS
75104	DDA-CPR PASS
75105	DDA-MGZ PASS
75106	MGZ-DDA PASS
75107	DDA-MGZ PASS
75108	MGZ-DDA PASS
75109	DDA-MGZ PASS
75110	MGZ-DDA PASS
75111	DDA-MGZ PASS
75112	MGZ-DDA PASS
75113	DDA-MGZ PASS
75114	MGZ-DDA PASS
75115	DDA-SV PASS
75116	SV-DDA PASS
75117	DDA-SV PASS
75118	SV-DDA PASS
75701	MLDT - BLGT DEMU
75702	BLGT - MLDT DEMU
75703	MLDT - KIR DEMU
75704	KIR - MLDT DEMU
75705	NJP-SGUJ-AUB-NJP RING RAI
75706	NJP-AUB-SGUJ-NJP RING RAI
75707	RDP - NJP DEMU
75708	NJP - RDP DEMU
75709	BLGT - NJP DEMU
75710	NJP - BLGT DEMU
75715	SGUJ - DHH PASSENGER
75716	DHH - SGUJ PASSENGER
75717	SGUJ - BXT DEMU
75718	BXT - SGUJ DEMU
75719	MLDT - COB DEMU
75720	COB - MLDT DEMU
76501	BWT-KQZ RBUS
76502	KQZ - BNC PASS
76503	BWT-KQZ RBUS
76504	KQZ-BWT RBUS
76505	BNC-KQZ PASS
76506	KQZ-BNC PASSENGER
76507	BNC-BWT DEMU EXPRESS
76508	BWT-BNC DEMU EXPRESS
76511	SBC-MKM PASSR
76512	MKM-SBC PASSR
